emotion;path;in_set;fold
2;21021.png;Training;4
2;21022.png;Training;4
0;21023.png;Training;4
1;21024.png;Training;3
0;21025.png;Training;1
2;21026.png;Training;2
1;21027.png;Training;3
2;21028.png;Training;2
2;21029.png;Training;0
0;21030.png;Training;1
2;21031.png;Training;0
2;21032.png;Training;1
1;21033.png;Training;0
2;21034.png;Training;4
2;21035.png;Training;3
2;21036.png;Training;0
2;21037.png;Training;1
2;21038.png;Training;3
1;21039.png;Training;2
2;21040.png;Training;1
2;21041.png;Training;1
1;21042.png;Training;3
0;21043.png;Training;0
0;21045.png;Training;4
2;21046.png;Training;2
2;21047.png;Training;1
1;21048.png;Training;3
1;21049.png;Training;0
2;21050.png;Training;4
2;21051.png;Training;3
2;21052.png;Training;2
1;21053.png;Training;0
1;21055.png;Training;0
2;21056.png;Training;2
2;21057.png;Training;0
1;21058.png;Training;0
2;21059.png;Training;1
2;21060.png;Training;0
2;21061.png;Training;0
0;21062.png;Training;3
2;21063.png;Training;4
2;21064.png;Training;4
0;21065.png;Training;4
2;21066.png;Training;3
2;21067.png;Training;0
2;21068.png;Training;4
2;21069.png;Training;4
2;21070.png;Training;1
0;21073.png;Training;1
2;21075.png;Training;4
0;21076.png;Training;2
1;21077.png;Training;3
2;21078.png;Training;4
0;21079.png;Training;2
1;21080.png;Training;0
2;21081.png;Training;4
2;21082.png;Training;0
1;21083.png;Training;4
0;21084.png;Training;3
1;21085.png;Training;3
1;21086.png;Training;1
1;21087.png;Training;4
0;21088.png;Training;0
1;21089.png;Training;1
2;21091.png;Training;2
0;21092.png;Training;2
2;21093.png;Training;4
2;21094.png;Training;2
2;21095.png;Training;1
1;21096.png;Training;0
1;21097.png;Training;2
1;21098.png;Training;2
2;21099.png;Training;4
2;21100.png;Training;4
2;21101.png;Training;2
2;21102.png;Training;0
0;21104.png;Training;3
2;21105.png;Training;1
2;21107.png;Training;4
1;21108.png;Training;3
2;21109.png;Training;1
1;21110.png;Training;0
2;21111.png;Training;1
1;21112.png;Training;4
1;21113.png;Training;0
2;21114.png;Training;2
1;21115.png;Training;2
2;21116.png;Training;0
0;21117.png;Training;2
2;21118.png;Training;1
1;21119.png;Training;2
1;21120.png;Training;2
0;21121.png;Training;0
2;21122.png;Training;3
2;21124.png;Training;1
1;21125.png;Training;0
0;21126.png;Training;1
1;21127.png;Training;0
1;21128.png;Training;3
2;21130.png;Training;4
2;21131.png;Training;0
1;21132.png;Training;3
1;21133.png;Training;1
2;21134.png;Training;0
2;21135.png;Training;1
0;21136.png;Training;0
2;21137.png;Training;4
0;21138.png;Training;0
2;21139.png;Training;2
2;21142.png;Training;4
1;21143.png;Training;2
2;21144.png;Training;1
1;21145.png;Training;0
2;21146.png;Training;4
2;21147.png;Training;3
1;21149.png;Training;3
0;21150.png;Training;4
1;21152.png;Training;0
1;21155.png;Training;0
2;21156.png;Training;1
2;21157.png;Training;2
2;21158.png;Training;1
0;21159.png;Training;4
2;21160.png;Training;4
2;21161.png;Training;0
1;21162.png;Training;4
2;21163.png;Training;1
2;21164.png;Training;4
1;21165.png;Training;1
0;21166.png;Training;2
0;21167.png;Training;2
2;21168.png;Training;3
0;21169.png;Training;4
0;21170.png;Training;0
2;21171.png;Training;0
2;21172.png;Training;2
2;21173.png;Training;2
0;21175.png;Training;3
2;21176.png;Training;1
1;21177.png;Training;4
1;21178.png;Training;4
1;21180.png;Training;1
2;21181.png;Training;4
2;21182.png;Training;3
2;21183.png;Training;4
0;21184.png;Training;1
1;21185.png;Training;4
2;21186.png;Training;4
2;21187.png;Training;3
2;21188.png;Training;3
2;21189.png;Training;1
0;21190.png;Training;1
2;21191.png;Training;1
2;21192.png;Training;3
1;21193.png;Training;0
1;21194.png;Training;4
0;21195.png;Training;1
2;21196.png;Training;3
0;21197.png;Training;0
2;21198.png;Training;3
0;21199.png;Training;3
1;21200.png;Training;2
2;21201.png;Training;3
1;21202.png;Training;0
2;21204.png;Training;4
0;21205.png;Training;4
1;21206.png;Training;2
2;21207.png;Training;4
1;21208.png;Training;2
1;21209.png;Training;4
0;21210.png;Training;3
0;21211.png;Training;1
1;21212.png;Training;3
0;21213.png;Training;1
2;21214.png;Training;4
2;21215.png;Training;4
2;21216.png;Training;1
1;21218.png;Training;3
0;21219.png;Training;0
2;21220.png;Training;2
2;21221.png;Training;0
0;21222.png;Training;3
1;21223.png;Training;3
2;21224.png;Training;0
1;21225.png;Training;1
2;21226.png;Training;1
2;21227.png;Training;4
1;21228.png;Training;2
1;21229.png;Training;3
2;21230.png;Training;4
1;21231.png;Training;4
2;21232.png;Training;1
2;21234.png;Training;4
1;21235.png;Training;1
1;21236.png;Training;4
1;21237.png;Training;1
1;21238.png;Training;4
0;21240.png;Training;0
1;21242.png;Training;2
2;21243.png;Training;4
2;21244.png;Training;3
1;21245.png;Training;4
2;21246.png;Training;3
1;21247.png;Training;4
2;21249.png;Training;4
2;21250.png;Training;4
1;21251.png;Training;4
1;21252.png;Training;0
0;21254.png;Training;2
2;21255.png;Training;2
1;21256.png;Training;0
0;21257.png;Training;4
0;21258.png;Training;0
2;21259.png;Training;2
2;21260.png;Training;2
2;21261.png;Training;1
0;21262.png;Training;0
1;21263.png;Training;3
2;21264.png;Training;4
0;21265.png;Training;3
2;21266.png;Training;2
1;21267.png;Training;0
0;21268.png;Training;0
2;21269.png;Training;3
1;21270.png;Training;2
2;21271.png;Training;0
0;21272.png;Training;0
0;21273.png;Training;1
1;21274.png;Training;4
2;21275.png;Training;1
2;21276.png;Training;1
2;21277.png;Training;3
1;21278.png;Training;4
0;21279.png;Training;4
2;21280.png;Training;3
1;21281.png;Training;0
2;21282.png;Training;3
2;21283.png;Training;4
2;21284.png;Training;1
2;21285.png;Training;2
2;21286.png;Training;4
0;21288.png;Training;1
1;21289.png;Training;0
2;21290.png;Training;2
1;21291.png;Training;1
1;21292.png;Training;1
2;21293.png;Training;4
2;21294.png;Training;4
2;21295.png;Training;2
2;21296.png;Training;1
1;21297.png;Training;2
2;21298.png;Training;2
2;21300.png;Training;0
1;21301.png;Training;0
1;21302.png;Training;3
1;21303.png;Training;0
2;21304.png;Training;0
1;21305.png;Training;4
1;21306.png;Training;4
0;21307.png;Training;4
2;21309.png;Training;4
2;21310.png;Training;1
0;21311.png;Training;0
2;21312.png;Training;3
1;21313.png;Training;2
0;21314.png;Training;1
1;21316.png;Training;0
2;21317.png;Training;1
0;21318.png;Training;2
0;21319.png;Training;1
2;21320.png;Training;0
2;21321.png;Training;2
2;21322.png;Training;3
1;21323.png;Training;2
2;21324.png;Training;0
1;21325.png;Training;1
2;21326.png;Training;2
2;21327.png;Training;0
2;21328.png;Training;3
1;21329.png;Training;0
2;21330.png;Training;2
0;21331.png;Training;3
0;21332.png;Training;0
0;21333.png;Training;0
1;21334.png;Training;2
1;21335.png;Training;2
2;21336.png;Training;1
0;21337.png;Training;0
2;21339.png;Training;3
1;21340.png;Training;0
1;21341.png;Training;0
1;21344.png;Training;1
2;21345.png;Training;1
2;21347.png;Training;0
1;21348.png;Training;1
2;21349.png;Training;3
1;21350.png;Training;0
0;21351.png;Training;3
2;21352.png;Training;0
2;21353.png;Training;1
2;21356.png;Training;3
0;21357.png;Training;3
2;21358.png;Training;3
2;21360.png;Training;0
1;21361.png;Training;4
1;21363.png;Training;3
2;21364.png;Training;0
2;21367.png;Training;4
0;21369.png;Training;0
2;21370.png;Training;1
2;21371.png;Training;1
2;21372.png;Training;4
2;21373.png;Training;1
2;21374.png;Training;2
1;21375.png;Training;0
1;21376.png;Training;4
0;21377.png;Training;4
2;21378.png;Training;0
1;21379.png;Training;2
2;21380.png;Training;0
2;21383.png;Training;1
1;21384.png;Training;2
1;21385.png;Training;3
0;21386.png;Training;0
2;21387.png;Training;0
0;21388.png;Training;4
1;21389.png;Training;0
0;21390.png;Training;4
1;21391.png;Training;1
0;21393.png;Training;3
1;21394.png;Training;4
1;21395.png;Training;0
2;21396.png;Training;2
2;21397.png;Training;2
2;21399.png;Training;3
2;21400.png;Training;3
0;21401.png;Training;1
0;21402.png;Training;2
0;21403.png;Training;3
0;21404.png;Training;1
2;21405.png;Training;3
1;21406.png;Training;0
1;21407.png;Training;1
2;21409.png;Training;4
0;21410.png;Training;0
1;21412.png;Training;2
2;21413.png;Training;4
2;21414.png;Training;4
2;21415.png;Training;3
1;21416.png;Training;0
0;21418.png;Training;4
1;21419.png;Training;2
2;21420.png;Training;4
2;21421.png;Training;2
2;21422.png;Training;1
2;21423.png;Training;0
0;21424.png;Training;3
1;21425.png;Training;0
1;21426.png;Training;1
2;21427.png;Training;1
2;21428.png;Training;3
2;21429.png;Training;2
2;21430.png;Training;0
1;21431.png;Training;4
1;21432.png;Training;4
1;21433.png;Training;2
2;21434.png;Training;2
2;21435.png;Training;4
1;21436.png;Training;3
0;21437.png;Training;4
1;21438.png;Training;4
1;21439.png;Training;1
1;21440.png;Training;3
1;21441.png;Training;2
2;21445.png;Training;0
2;21447.png;Training;4
0;21448.png;Training;3
1;21449.png;Training;3
1;21450.png;Training;4
0;21451.png;Training;3
2;21452.png;Training;3
2;21453.png;Training;4
2;21454.png;Training;0
0;21455.png;Training;3
1;21456.png;Training;3
2;21457.png;Training;1
2;21458.png;Training;1
2;21459.png;Training;0
1;21460.png;Training;0
2;21462.png;Training;3
2;21463.png;Training;1
2;21464.png;Training;1
0;21465.png;Training;2
2;21466.png;Training;0
2;21467.png;Training;1
1;21469.png;Training;3
0;21470.png;Training;4
2;21472.png;Training;3
1;21473.png;Training;1
1;21474.png;Training;4
0;21475.png;Training;2
0;21476.png;Training;3
2;21477.png;Training;0
2;21478.png;Training;2
0;21479.png;Training;1
2;21480.png;Training;4
1;21481.png;Training;0
2;21482.png;Training;4
1;21483.png;Training;0
0;21484.png;Training;4
2;21485.png;Training;0
2;21486.png;Training;2
1;21487.png;Training;4
1;21488.png;Training;1
2;21489.png;Training;3
2;21490.png;Training;3
2;21491.png;Training;2
2;21492.png;Training;0
0;21493.png;Training;0
1;21494.png;Training;0
2;21495.png;Training;3
0;21496.png;Training;0
2;21497.png;Training;4
0;21498.png;Training;2
2;21499.png;Training;4
2;21500.png;Training;1
1;21501.png;Training;4
0;21502.png;Training;4
2;21503.png;Training;2
2;21504.png;Training;1
2;21505.png;Training;1
0;21506.png;Training;2
2;21508.png;Training;4
2;21509.png;Training;3
0;21510.png;Training;3
2;21511.png;Training;4
2;21512.png;Training;1
1;21513.png;Training;0
1;21514.png;Training;1
2;21515.png;Training;3
1;21518.png;Training;3
2;21519.png;Training;1
2;21520.png;Training;2
1;21521.png;Training;1
2;21523.png;Training;2
1;21524.png;Training;4
2;21525.png;Training;2
2;21526.png;Training;4
1;21527.png;Training;0
0;21528.png;Training;4
1;21529.png;Training;1
2;21530.png;Training;1
2;21531.png;Training;1
2;21532.png;Training;4
0;21533.png;Training;0
1;21534.png;Training;0
2;21535.png;Training;1
2;21536.png;Training;3
1;21538.png;Training;1
2;21539.png;Training;3
2;21540.png;Training;0
2;21541.png;Training;3
1;21542.png;Training;1
1;21543.png;Training;4
2;21544.png;Training;2
2;21546.png;Training;3
2;21547.png;Training;0
1;21548.png;Training;3
2;21549.png;Training;0
0;21551.png;Training;1
2;21552.png;Training;2
0;21554.png;Training;1
2;21555.png;Training;4
2;21556.png;Training;1
0;21557.png;Training;2
2;21559.png;Training;0
1;21560.png;Training;0
1;21561.png;Training;4
1;21562.png;Training;2
1;21563.png;Training;0
2;21564.png;Training;0
2;21565.png;Training;1
2;21566.png;Training;4
2;21567.png;Training;1
0;21568.png;Training;4
2;21569.png;Training;4
2;21571.png;Training;2
2;21572.png;Training;3
2;21573.png;Training;3
1;21574.png;Training;0
2;21576.png;Training;1
0;21577.png;Training;1
1;21579.png;Training;0
2;21580.png;Training;2
2;21581.png;Training;4
1;21582.png;Training;1
2;21583.png;Training;0
2;21584.png;Training;3
0;21585.png;Training;4
2;21586.png;Training;4
1;21588.png;Training;2
0;21589.png;Training;1
1;21590.png;Training;3
2;21591.png;Training;3
1;21592.png;Training;3
1;21593.png;Training;4
2;21594.png;Training;0
1;21595.png;Training;1
2;21596.png;Training;0
2;21598.png;Training;3
2;21599.png;Training;3
2;21601.png;Training;2
1;21602.png;Training;1
2;21604.png;Training;3
1;21605.png;Training;3
2;21606.png;Training;4
1;21607.png;Training;1
2;21608.png;Training;0
2;21609.png;Training;3
2;21610.png;Training;0
0;21611.png;Training;0
1;21612.png;Training;2
2;21613.png;Training;1
1;21614.png;Training;2
2;21615.png;Training;2
2;21616.png;Training;2
1;21617.png;Training;3
1;21618.png;Training;3
1;21619.png;Training;4
2;21620.png;Training;4
2;21621.png;Training;4
2;21622.png;Training;0
1;21623.png;Training;3
0;21624.png;Training;1
1;21625.png;Training;3
2;21626.png;Training;4
2;21627.png;Training;0
1;21628.png;Training;0
2;21630.png;Training;0
2;21632.png;Training;2
0;21634.png;Training;4
2;21635.png;Training;3
2;21636.png;Training;0
0;21637.png;Training;4
0;21638.png;Training;4
2;21639.png;Training;2
1;21640.png;Training;2
2;21641.png;Training;4
1;21644.png;Training;0
0;21645.png;Training;4
2;21646.png;Training;0
2;21647.png;Training;4
1;21648.png;Training;2
1;21649.png;Training;4
0;21651.png;Training;2
2;21653.png;Training;1
2;21654.png;Training;3
2;21655.png;Training;2
1;21656.png;Training;0
2;21657.png;Training;1
0;21658.png;Training;2
1;21659.png;Training;1
0;21663.png;Training;2
1;21664.png;Training;3
0;21665.png;Training;4
2;21666.png;Training;1
2;21667.png;Training;1
2;21668.png;Training;2
1;21669.png;Training;0
2;21670.png;Training;3
1;21671.png;Training;2
2;21672.png;Training;1
2;21673.png;Training;2
2;21674.png;Training;1
0;21675.png;Training;1
1;21676.png;Training;1
1;21677.png;Training;2
2;21678.png;Training;4
2;21679.png;Training;4
2;21680.png;Training;3
2;21681.png;Training;2
2;21683.png;Training;1
2;21684.png;Training;0
1;21685.png;Training;4
2;21686.png;Training;2
0;21687.png;Training;4
0;21688.png;Training;2
1;21689.png;Training;0
2;21690.png;Training;0
2;21691.png;Training;2
1;21692.png;Training;0
0;21693.png;Training;1
1;21694.png;Training;1
0;21695.png;Training;4
2;21696.png;Training;4
2;21697.png;Training;2
2;21698.png;Training;1
1;21699.png;Training;1
2;21700.png;Training;3
0;21701.png;Training;3
1;21702.png;Training;0
2;21703.png;Training;1
0;21704.png;Training;3
2;21705.png;Training;4
2;21706.png;Training;0
0;21707.png;Training;3
1;21708.png;Training;2
1;21709.png;Training;0
2;21710.png;Training;1
0;21711.png;Training;0
0;21712.png;Training;1
1;21713.png;Training;0
2;21714.png;Training;2
2;21715.png;Training;3
2;21716.png;Training;0
2;21717.png;Training;3
2;21718.png;Training;1
2;21720.png;Training;3
2;21721.png;Training;3
1;21722.png;Training;2
2;21723.png;Training;3
0;21724.png;Training;1
0;21725.png;Training;2
0;21726.png;Training;1
2;21728.png;Training;1
1;21729.png;Training;2
0;21730.png;Training;4
2;21731.png;Training;1
1;21732.png;Training;2
2;21733.png;Training;1
2;21734.png;Training;0
2;21735.png;Training;2
0;21736.png;Training;0
2;21737.png;Training;4
1;21738.png;Training;1
2;21739.png;Training;2
0;21741.png;Training;1
2;21742.png;Training;4
2;21743.png;Training;3
2;21744.png;Training;4
2;21745.png;Training;0
2;21746.png;Training;3
2;21747.png;Training;0
2;21748.png;Training;0
1;21749.png;Training;4
1;21750.png;Training;3
1;21751.png;Training;0
0;21752.png;Training;1
1;21753.png;Training;2
2;21754.png;Training;0
2;21755.png;Training;4
2;21756.png;Training;3
2;21757.png;Training;4
2;21759.png;Training;0
1;21760.png;Training;1
0;21761.png;Training;0
2;21762.png;Training;1
0;21763.png;Training;4
1;21764.png;Training;2
2;21765.png;Training;3
2;21766.png;Training;1
2;21767.png;Training;1
2;21769.png;Training;1
2;21770.png;Training;0
2;21771.png;Training;2
2;21772.png;Training;0
2;21773.png;Training;4
0;21774.png;Training;4
0;21775.png;Training;1
0;21776.png;Training;0
2;21777.png;Training;4
1;21778.png;Training;4
2;21779.png;Training;1
2;21782.png;Training;0
1;21783.png;Training;3
1;21784.png;Training;4
0;21785.png;Training;3
2;21786.png;Training;1
1;21787.png;Training;4
1;21788.png;Training;4
2;21789.png;Training;2
0;21790.png;Training;3
2;21791.png;Training;3
0;21792.png;Training;4
2;21793.png;Training;1
0;21794.png;Training;4
1;21795.png;Training;2
1;21796.png;Training;4
1;21797.png;Training;2
2;21799.png;Training;1
2;21800.png;Training;0
0;21801.png;Training;3
0;21802.png;Training;3
1;21803.png;Training;3
2;21805.png;Training;1
2;21806.png;Training;2
0;21808.png;Training;1
0;21809.png;Training;0
2;21810.png;Training;1
0;21812.png;Training;4
1;21813.png;Training;1
2;21814.png;Training;3
2;21815.png;Training;3
2;21816.png;Training;0
0;21817.png;Training;0
1;21819.png;Training;4
2;21820.png;Training;4
0;21822.png;Training;2
0;21823.png;Training;4
1;21825.png;Training;0
2;21827.png;Training;3
0;21828.png;Training;2
2;21829.png;Training;0
2;21830.png;Training;4
1;21831.png;Training;2
0;21832.png;Training;3
2;21833.png;Training;0
1;21835.png;Training;1
2;21836.png;Training;3
2;21837.png;Training;0
2;21838.png;Training;1
1;21839.png;Training;3
2;21840.png;Training;2
1;21841.png;Training;1
2;21842.png;Training;1
2;21844.png;Training;0
2;21845.png;Training;2
1;21846.png;Training;0
2;21847.png;Training;4
1;21848.png;Training;0
2;21849.png;Training;3
1;21850.png;Training;4
2;21851.png;Training;0
0;21852.png;Training;2
2;21854.png;Training;2
2;21855.png;Training;2
2;21857.png;Training;4
2;21858.png;Training;2
1;21859.png;Training;0
2;21860.png;Training;4
1;21861.png;Training;3
0;21862.png;Training;1
2;21863.png;Training;4
2;21864.png;Training;2
2;21865.png;Training;0
2;21866.png;Training;1
1;21869.png;Training;3
0;21870.png;Training;1
0;21871.png;Training;4
1;21872.png;Training;0
0;21873.png;Training;1
2;21874.png;Training;4
2;21875.png;Training;3
1;21876.png;Training;2
2;21877.png;Training;0
2;21878.png;Training;2
2;21879.png;Training;4
0;21880.png;Training;0
1;21881.png;Training;0
2;21882.png;Training;4
2;21883.png;Training;3
1;21884.png;Training;1
2;21885.png;Training;0
1;21886.png;Training;1
0;21888.png;Training;4
2;21889.png;Training;0
2;21891.png;Training;2
1;21892.png;Training;3
2;21893.png;Training;1
0;21894.png;Training;1
2;21897.png;Training;0
2;21898.png;Training;1
1;21899.png;Training;1
2;21901.png;Training;0
1;21902.png;Training;0
2;21903.png;Training;2
0;21905.png;Training;0
1;21907.png;Training;0
1;21908.png;Training;4
0;21909.png;Training;1
0;21910.png;Training;1
0;21911.png;Training;2
2;21912.png;Training;0
2;21913.png;Training;1
2;21914.png;Training;2
0;21915.png;Training;4
2;21916.png;Training;0
2;21917.png;Training;1
2;21918.png;Training;1
2;21919.png;Training;2
2;21920.png;Training;2
2;21921.png;Training;2
2;21922.png;Training;3
2;21923.png;Training;4
1;21925.png;Training;1
2;21926.png;Training;1
1;21927.png;Training;3
1;21928.png;Training;1
2;21929.png;Training;2
1;21930.png;Training;2
2;21931.png;Training;0
2;21932.png;Training;2
1;21933.png;Training;3
1;21935.png;Training;0
1;21936.png;Training;0
1;21937.png;Training;3
1;21938.png;Training;3
1;21939.png;Training;2
1;21940.png;Training;2
0;21941.png;Training;0
1;21942.png;Training;1
1;21943.png;Training;1
0;21944.png;Training;0
2;21945.png;Training;4
2;21946.png;Training;0
1;21947.png;Training;1
2;21948.png;Training;1
2;21949.png;Training;3
2;21950.png;Training;1
2;21951.png;Training;0
2;21952.png;Training;4
2;21953.png;Training;1
0;21955.png;Training;4
0;21956.png;Training;4
2;21957.png;Training;3
2;21958.png;Training;3
1;21959.png;Training;3
0;21960.png;Training;0
1;21961.png;Training;2
0;21962.png;Training;4
2;21963.png;Training;1
2;21964.png;Training;1
1;21965.png;Training;4
1;21966.png;Training;3
2;21967.png;Training;1
2;21968.png;Training;3
2;21970.png;Training;2
0;21971.png;Training;1
2;21972.png;Training;0
2;21976.png;Training;4
1;21977.png;Training;3
2;21978.png;Training;4
1;21979.png;Training;3
2;21980.png;Training;3
0;21981.png;Training;3
1;21982.png;Training;4
2;21983.png;Training;3
0;21984.png;Training;4
2;21985.png;Training;4
0;21986.png;Training;1
2;21988.png;Training;3
0;21989.png;Training;2
1;21990.png;Training;3
0;21992.png;Training;4
2;21993.png;Training;0
2;21994.png;Training;2
2;21996.png;Training;2
2;21997.png;Training;0
0;21999.png;Training;0
2;22000.png;Training;3
2;22001.png;Training;1
1;22002.png;Training;3
2;22003.png;Training;1
2;22004.png;Training;2
0;22005.png;Training;4
0;22006.png;Training;1
2;22008.png;Training;4
2;22011.png;Training;2
2;22012.png;Training;0
2;22013.png;Training;3
2;22014.png;Training;4
2;22015.png;Training;1
2;22016.png;Training;0
1;22018.png;Training;3
0;22020.png;Training;2
1;22021.png;Training;3
1;22022.png;Training;0
0;22023.png;Training;4
2;22024.png;Training;3
1;22027.png;Training;4
0;22028.png;Training;4
2;22029.png;Training;2
2;22030.png;Training;1
2;22031.png;Training;4
2;22032.png;Training;1
0;22033.png;Training;0
1;22034.png;Training;0
2;22035.png;Training;3
2;22036.png;Training;2
2;22037.png;Training;1
0;22038.png;Training;0
2;22040.png;Training;1
1;22041.png;Training;3
2;22042.png;Training;2
1;22044.png;Training;0
2;22045.png;Training;1
2;22046.png;Training;3
1;22047.png;Training;0
2;22050.png;Training;0
2;22051.png;Training;2
2;22052.png;Training;4
2;22053.png;Training;0
0;22054.png;Training;3
2;22055.png;Training;1
1;22056.png;Training;1
2;22057.png;Training;0
1;22058.png;Training;1
2;22059.png;Training;0
1;22060.png;Training;0
1;22061.png;Training;1
2;22062.png;Training;2
0;22063.png;Training;4
1;22064.png;Training;3
2;22065.png;Training;0
2;22067.png;Training;2
2;22068.png;Training;2
2;22069.png;Training;2
2;22071.png;Training;0
2;22072.png;Training;0
2;22073.png;Training;3
2;22074.png;Training;2
0;22075.png;Training;3
2;22076.png;Training;3
2;22077.png;Training;0
2;22078.png;Training;2
2;22079.png;Training;1
1;22080.png;Training;1
1;22081.png;Training;0
2;22082.png;Training;0
1;22083.png;Training;1
2;22085.png;Training;1
0;22086.png;Training;2
0;22088.png;Training;0
2;22089.png;Training;4
2;22090.png;Training;1
0;22091.png;Training;3
2;22092.png;Training;1
2;22093.png;Training;0
2;22094.png;Training;2
0;22095.png;Training;4
2;22096.png;Training;4
1;22097.png;Training;3
2;22099.png;Training;4
0;22100.png;Training;1
2;22101.png;Training;1
2;22102.png;Training;2
2;22103.png;Training;2
2;22104.png;Training;4
0;22105.png;Training;1
2;22108.png;Training;3
1;22109.png;Training;0
1;22110.png;Training;3
1;22111.png;Training;2
1;22112.png;Training;2
2;22113.png;Training;1
1;22114.png;Training;1
1;22115.png;Training;2
0;22116.png;Training;0
2;22117.png;Training;3
2;22118.png;Training;0
1;22119.png;Training;4
1;22120.png;Training;2
2;22121.png;Training;4
0;22122.png;Training;3
0;22123.png;Training;3
0;22125.png;Training;2
2;22127.png;Training;0
2;22130.png;Training;1
1;22133.png;Training;4
1;22134.png;Training;0
0;22136.png;Training;1
0;22137.png;Training;4
1;22138.png;Training;2
1;22139.png;Training;0
1;22140.png;Training;4
2;22141.png;Training;1
1;22142.png;Training;4
2;22143.png;Training;1
0;22144.png;Training;3
2;22146.png;Training;0
0;22147.png;Training;2
2;22148.png;Training;1
2;22149.png;Training;0
1;22150.png;Training;2
2;22151.png;Training;0
1;22152.png;Training;1
2;22153.png;Training;0
1;22154.png;Training;2
2;22155.png;Training;2
2;22156.png;Training;4
2;22157.png;Training;4
0;22158.png;Training;4
1;22160.png;Training;1
0;22161.png;Training;4
2;22163.png;Training;3
2;22164.png;Training;3
2;22165.png;Training;2
2;22166.png;Training;0
0;22167.png;Training;4
1;22168.png;Training;2
0;22169.png;Training;1
2;22170.png;Training;1
2;22171.png;Training;4
1;22172.png;Training;2
0;22173.png;Training;3
2;22174.png;Training;0
2;22175.png;Training;2
2;22176.png;Training;0
2;22177.png;Training;2
1;22178.png;Training;3
1;22179.png;Training;3
0;22180.png;Training;0
2;22181.png;Training;1
2;22182.png;Training;4
2;22183.png;Training;3
2;22184.png;Training;2
2;22185.png;Training;2
0;22186.png;Training;1
2;22187.png;Training;3
1;22188.png;Training;2
2;22189.png;Training;3
2;22190.png;Training;4
1;22191.png;Training;1
2;22192.png;Training;3
2;22193.png;Training;2
1;22194.png;Training;3
1;22195.png;Training;3
2;22196.png;Training;0
2;22197.png;Training;2
2;22198.png;Training;4
0;22199.png;Training;0
2;22200.png;Training;1
1;22201.png;Training;4
1;22202.png;Training;3
2;22203.png;Training;0
2;22205.png;Training;1
2;22206.png;Training;1
1;22207.png;Training;1
1;22208.png;Training;2
2;22209.png;Training;4
1;22210.png;Training;4
1;22211.png;Training;0
2;22212.png;Training;3
2;22213.png;Training;2
1;22214.png;Training;3
2;22215.png;Training;3
1;22216.png;Training;1
2;22217.png;Training;0
2;22218.png;Training;4
2;22219.png;Training;2
1;22220.png;Training;2
2;22221.png;Training;1
2;22222.png;Training;1
1;22223.png;Training;1
0;22224.png;Training;1
1;22225.png;Training;4
2;22226.png;Training;4
0;22227.png;Training;3
2;22228.png;Training;1
0;22229.png;Training;4
2;22231.png;Training;3
1;22232.png;Training;3
2;22233.png;Training;4
2;22234.png;Training;3
1;22235.png;Training;1
0;22236.png;Training;0
2;22237.png;Training;0
2;22238.png;Training;2
0;22239.png;Training;4
0;22240.png;Training;1
2;22241.png;Training;0
2;22242.png;Training;0
1;22244.png;Training;1
2;22245.png;Training;0
0;22246.png;Training;2
1;22247.png;Training;1
1;22248.png;Training;3
2;22249.png;Training;4
2;22250.png;Training;2
2;22251.png;Training;0
2;22252.png;Training;3
2;22253.png;Training;2
1;22254.png;Training;1
2;22255.png;Training;0
1;22256.png;Training;4
2;22257.png;Training;1
2;22258.png;Training;0
2;22259.png;Training;2
2;22260.png;Training;1
2;22261.png;Training;0
2;22262.png;Training;2
2;22264.png;Training;3
0;22265.png;Training;2
2;22266.png;Training;2
0;22267.png;Training;1
2;22268.png;Training;1
2;22269.png;Training;1
2;22270.png;Training;3
2;22271.png;Training;2
2;22272.png;Training;4
2;22273.png;Training;3
2;22274.png;Training;2
0;22275.png;Training;4
2;22276.png;Training;3
2;22277.png;Training;3
1;22279.png;Training;4
2;22280.png;Training;3
2;22282.png;Training;3
1;22283.png;Training;2
1;22284.png;Training;4
2;22285.png;Training;0
2;22286.png;Training;0
2;22287.png;Training;4
2;22288.png;Training;0
1;22289.png;Training;0
1;22290.png;Training;2
2;22291.png;Training;0
0;22292.png;Training;4
1;22293.png;Training;1
1;22294.png;Training;1
0;22295.png;Training;0
2;22296.png;Training;3
0;22297.png;Training;4
0;22298.png;Training;2
1;22299.png;Training;0
2;22300.png;Training;3
1;22301.png;Training;2
1;22302.png;Training;0
1;22303.png;Training;4
2;22304.png;Training;1
2;22306.png;Training;1
2;22307.png;Training;2
2;22308.png;Training;4
2;22309.png;Training;4
2;22313.png;Training;0
2;22314.png;Training;0
2;22315.png;Training;3
0;22316.png;Training;1
2;22317.png;Training;3
1;22318.png;Training;0
2;22319.png;Training;0
2;22320.png;Training;3
2;22321.png;Training;0
2;22323.png;Training;4
1;22324.png;Training;3
0;22325.png;Training;4
2;22326.png;Training;2
0;22328.png;Training;4
2;22329.png;Training;3
2;22330.png;Training;4
2;22331.png;Training;1
0;22332.png;Training;3
2;22333.png;Training;3
2;22334.png;Training;3
2;22335.png;Training;2
0;22336.png;Training;3
0;22337.png;Training;3
0;22338.png;Training;1
2;22339.png;Training;2
1;22340.png;Training;0
0;22342.png;Training;4
2;22343.png;Training;0
1;22344.png;Training;3
2;22345.png;Training;0
1;22346.png;Training;1
