emotion;path;in_set
3;20061.png;Training
2;20062.png;Training
6;20063.png;Training
5;20064.png;Training
4;20065.png;Training
3;20066.png;Training
3;20067.png;Training
6;20068.png;Training
4;20069.png;Training
0;20070.png;Training
0;20071.png;Training
4;20072.png;Training
4;20073.png;Training
3;20074.png;Training
0;20075.png;Training
0;20076.png;Training
5;20077.png;Training
5;20078.png;Training
3;20079.png;Training
4;20080.png;Training
3;20081.png;Training
3;20082.png;Training
2;20083.png;Training
5;20084.png;Training
3;20085.png;Training
6;20086.png;Training
3;20087.png;Training
2;20088.png;Training
6;20089.png;Training
6;20090.png;Training
3;20091.png;Training
5;20092.png;Training
2;20093.png;Training
2;20094.png;Training
3;20095.png;Training
3;20096.png;Training
4;20097.png;Training
4;20098.png;Training
2;20099.png;Training
4;20100.png;Training
5;20101.png;Training
6;20102.png;Training
1;20103.png;Training
4;20104.png;Training
6;20105.png;Training
6;20106.png;Training
3;20107.png;Training
4;20108.png;Training
2;20109.png;Training
0;20110.png;Training
3;20111.png;Training
5;20112.png;Training
5;20113.png;Training
3;20114.png;Training
6;20115.png;Training
2;20116.png;Training
2;20117.png;Training
6;20118.png;Training
6;20119.png;Training
3;20120.png;Training
2;20121.png;Training
3;20122.png;Training
2;20123.png;Training
0;20124.png;Training
3;20125.png;Training
3;20126.png;Training
3;20127.png;Training
3;20128.png;Training
3;20129.png;Training
0;20130.png;Training
3;20131.png;Training
2;20132.png;Training
4;20133.png;Training
4;20134.png;Training
2;20135.png;Training
3;20136.png;Training
1;20137.png;Training
3;20138.png;Training
5;20139.png;Training
3;20140.png;Training
5;20141.png;Training
3;20142.png;Training
6;20143.png;Training
5;20144.png;Training
5;20145.png;Training
5;20146.png;Training
2;20147.png;Training
5;20148.png;Training
4;20149.png;Training
6;20150.png;Training
3;20151.png;Training
4;20152.png;Training
6;20153.png;Training
6;20154.png;Training
3;20155.png;Training
6;20156.png;Training
6;20157.png;Training
6;20158.png;Training
4;20159.png;Training
6;20160.png;Training
6;20161.png;Training
5;20162.png;Training
5;20163.png;Training
6;20164.png;Training
3;20165.png;Training
4;20166.png;Training
5;20167.png;Training
0;20168.png;Training
3;20169.png;Training
4;20170.png;Training
4;20171.png;Training
4;20172.png;Training
4;20173.png;Training
6;20174.png;Training
4;20175.png;Training
3;20176.png;Training
3;20177.png;Training
3;20178.png;Training
6;20179.png;Training
5;20180.png;Training
3;20181.png;Training
2;20182.png;Training
0;20183.png;Training
6;20184.png;Training
6;20185.png;Training
0;20186.png;Training
3;20187.png;Training
2;20188.png;Training
6;20189.png;Training
3;20190.png;Training
2;20191.png;Training
4;20192.png;Training
4;20193.png;Training
2;20194.png;Training
2;20195.png;Training
3;20196.png;Training
4;20197.png;Training
6;20198.png;Training
6;20199.png;Training
0;20200.png;Training
3;20201.png;Training
4;20202.png;Training
4;20203.png;Training
6;20204.png;Training
5;20205.png;Training
5;20206.png;Training
3;20207.png;Training
3;20208.png;Training
5;20209.png;Training
4;20210.png;Training
5;20211.png;Training
2;20212.png;Training
3;20213.png;Training
2;20214.png;Training
2;20215.png;Training
3;20216.png;Training
4;20217.png;Training
3;20218.png;Training
3;20219.png;Training
6;20220.png;Training
3;20221.png;Training
0;20222.png;Training
6;20223.png;Training
5;20224.png;Training
1;20225.png;Training
3;20226.png;Training
0;20227.png;Training
3;20228.png;Training
3;20229.png;Training
4;20230.png;Training
5;20231.png;Training
4;20232.png;Training
4;20233.png;Training
6;20234.png;Training
3;20235.png;Training
6;20236.png;Training
0;20237.png;Training
3;20238.png;Training
3;20239.png;Training
3;20240.png;Training
5;20241.png;Training
3;20242.png;Training
3;20243.png;Training
5;20244.png;Training
2;20245.png;Training
6;20246.png;Training
3;20247.png;Training
4;20248.png;Training
2;20249.png;Training
6;20250.png;Training
6;20251.png;Training
3;20252.png;Training
3;20253.png;Training
2;20254.png;Training
2;20255.png;Training
5;20256.png;Training
6;20257.png;Training
3;20258.png;Training
0;20259.png;Training
4;20260.png;Training
6;20261.png;Training
5;20262.png;Training
3;20263.png;Training
0;20264.png;Training
2;20265.png;Training
0;20266.png;Training
3;20267.png;Training
3;20268.png;Training
2;20269.png;Training
3;20270.png;Training
3;20271.png;Training
6;20272.png;Training
0;20273.png;Training
6;20274.png;Training
3;20275.png;Training
3;20276.png;Training
2;20277.png;Training
6;20278.png;Training
3;20279.png;Training
4;20280.png;Training
2;20281.png;Training
2;20282.png;Training
3;20283.png;Training
2;20284.png;Training
3;20285.png;Training
3;20286.png;Training
0;20287.png;Training
4;20288.png;Training
6;20289.png;Training
0;20290.png;Training
3;20291.png;Training
6;20292.png;Training
5;20293.png;Training
4;20294.png;Training
2;20295.png;Training
3;20296.png;Training
0;20297.png;Training
0;20298.png;Training
6;20299.png;Training
5;20300.png;Training
4;20301.png;Training
5;20302.png;Training
0;20303.png;Training
4;20304.png;Training
2;20305.png;Training
2;20306.png;Training
3;20307.png;Training
4;20308.png;Training
3;20309.png;Training
5;20310.png;Training
5;20311.png;Training
0;20312.png;Training
4;20313.png;Training
3;20314.png;Training
3;20315.png;Training
5;20316.png;Training
4;20317.png;Training
3;20318.png;Training
2;20319.png;Training
0;20320.png;Training
4;20321.png;Training
4;20322.png;Training
4;20323.png;Training
4;20324.png;Training
1;20325.png;Training
4;20326.png;Training
4;20327.png;Training
0;20328.png;Training
5;20329.png;Training
3;20330.png;Training
0;20331.png;Training
2;20332.png;Training
4;20333.png;Training
3;20334.png;Training
1;20335.png;Training
6;20336.png;Training
2;20337.png;Training
6;20338.png;Training
4;20339.png;Training
2;20340.png;Training
3;20341.png;Training
4;20342.png;Training
2;20343.png;Training
6;20344.png;Training
6;20345.png;Training
3;20346.png;Training
4;20347.png;Training
4;20348.png;Training
0;20349.png;Training
5;20350.png;Training
4;20351.png;Training
3;20352.png;Training
0;20353.png;Training
3;20354.png;Training
3;20355.png;Training
6;20356.png;Training
6;20357.png;Training
2;20358.png;Training
6;20359.png;Training
6;20360.png;Training
3;20361.png;Training
4;20362.png;Training
5;20363.png;Training
2;20364.png;Training
3;20365.png;Training
2;20366.png;Training
5;20367.png;Training
2;20368.png;Training
5;20369.png;Training
3;20370.png;Training
3;20371.png;Training
6;20372.png;Training
5;20373.png;Training
0;20374.png;Training
4;20375.png;Training
3;20376.png;Training
3;20377.png;Training
3;20378.png;Training
3;20379.png;Training
3;20380.png;Training
2;20381.png;Training
5;20382.png;Training
6;20383.png;Training
1;20384.png;Training
0;20385.png;Training
3;20386.png;Training
5;20387.png;Training
2;20388.png;Training
4;20389.png;Training
3;20390.png;Training
0;20391.png;Training
6;20392.png;Training
4;20393.png;Training
4;20394.png;Training
4;20395.png;Training
2;20396.png;Training
4;20397.png;Training
2;20398.png;Training
3;20399.png;Training
4;20400.png;Training
3;20401.png;Training
4;20402.png;Training
0;20403.png;Training
0;20404.png;Training
6;20405.png;Training
6;20406.png;Training
5;20407.png;Training
6;20408.png;Training
0;20409.png;Training
0;20410.png;Training
2;20411.png;Training
3;20412.png;Training
5;20413.png;Training
3;20414.png;Training
3;20415.png;Training
6;20416.png;Training
3;20417.png;Training
3;20418.png;Training
5;20419.png;Training
2;20420.png;Training
0;20421.png;Training
3;20422.png;Training
6;20423.png;Training
2;20424.png;Training
4;20425.png;Training
5;20426.png;Training
2;20427.png;Training
3;20428.png;Training
4;20429.png;Training
3;20430.png;Training
4;20431.png;Training
6;20432.png;Training
0;20433.png;Training
6;20434.png;Training
3;20435.png;Training
0;20436.png;Training
6;20437.png;Training
2;20438.png;Training
5;20439.png;Training
4;20440.png;Training
4;20441.png;Training
2;20442.png;Training
4;20443.png;Training
5;20444.png;Training
3;20445.png;Training
4;20446.png;Training
5;20447.png;Training
2;20448.png;Training
5;20449.png;Training
2;20450.png;Training
0;20451.png;Training
2;20452.png;Training
2;20453.png;Training
2;20454.png;Training
4;20455.png;Training
6;20456.png;Training
3;20457.png;Training
0;20458.png;Training
0;20459.png;Training
3;20460.png;Training
2;20461.png;Training
4;20462.png;Training
4;20463.png;Training
5;20464.png;Training
3;20465.png;Training
4;20466.png;Training
5;20467.png;Training
4;20468.png;Training
4;20469.png;Training
0;20470.png;Training
2;20471.png;Training
6;20472.png;Training
2;20473.png;Training
5;20474.png;Training
1;20475.png;Training
2;20476.png;Training
0;20477.png;Training
0;20478.png;Training
3;20479.png;Training
6;20480.png;Training
4;20481.png;Training
6;20482.png;Training
0;20483.png;Training
5;20484.png;Training
1;20485.png;Training
6;20486.png;Training
3;20487.png;Training
4;20488.png;Training
6;20489.png;Training
3;20490.png;Training
3;20491.png;Training
0;20492.png;Training
2;20493.png;Training
4;20494.png;Training
2;20495.png;Training
6;20496.png;Training
6;20497.png;Training
4;20498.png;Training
3;20499.png;Training
3;20500.png;Training
3;20501.png;Training
3;20502.png;Training
4;20503.png;Training
4;20504.png;Training
0;20505.png;Training
3;20506.png;Training
3;20507.png;Training
2;20508.png;Training
4;20509.png;Training
3;20510.png;Training
4;20511.png;Training
5;20512.png;Training
5;20513.png;Training
6;20514.png;Training
5;20515.png;Training
6;20516.png;Training
6;20517.png;Training
3;20518.png;Training
3;20519.png;Training
2;20520.png;Training
6;20521.png;Training
4;20522.png;Training
3;20523.png;Training
6;20524.png;Training
3;20525.png;Training
2;20526.png;Training
3;20527.png;Training
5;20528.png;Training
3;20529.png;Training
2;20530.png;Training
2;20531.png;Training
0;20532.png;Training
3;20533.png;Training
6;20534.png;Training
4;20535.png;Training
2;20536.png;Training
5;20537.png;Training
4;20538.png;Training
0;20539.png;Training
0;20540.png;Training
2;20541.png;Training
2;20542.png;Training
3;20543.png;Training
0;20544.png;Training
2;20545.png;Training
5;20546.png;Training
3;20547.png;Training
6;20548.png;Training
6;20549.png;Training
0;20550.png;Training
3;20551.png;Training
3;20552.png;Training
6;20553.png;Training
6;20554.png;Training
5;20555.png;Training
0;20556.png;Training
2;20557.png;Training
4;20558.png;Training
0;20559.png;Training
4;20560.png;Training
3;20561.png;Training
5;20562.png;Training
4;20563.png;Training
3;20564.png;Training
6;20565.png;Training
3;20566.png;Training
3;20567.png;Training
3;20568.png;Training
2;20569.png;Training
2;20570.png;Training
6;20571.png;Training
6;20572.png;Training
5;20573.png;Training
3;20574.png;Training
5;20575.png;Training
3;20576.png;Training
4;20577.png;Training
4;20578.png;Training
2;20579.png;Training
3;20580.png;Training
6;20581.png;Training
0;20582.png;Training
3;20583.png;Training
5;20584.png;Training
2;20585.png;Training
0;20586.png;Training
5;20587.png;Training
6;20588.png;Training
4;20589.png;Training
6;20590.png;Training
3;20591.png;Training
4;20592.png;Training
6;20593.png;Training
5;20594.png;Training
3;20595.png;Training
3;20596.png;Training
5;20597.png;Training
2;20598.png;Training
3;20599.png;Training
2;20600.png;Training
4;20601.png;Training
6;20602.png;Training
6;20603.png;Training
0;20604.png;Training
3;20605.png;Training
3;20606.png;Training
3;20607.png;Training
0;20608.png;Training
2;20609.png;Training
6;20610.png;Training
6;20611.png;Training
3;20612.png;Training
3;20613.png;Training
5;20614.png;Training
6;20615.png;Training
3;20616.png;Training
2;20617.png;Training
6;20618.png;Training
3;20619.png;Training
2;20620.png;Training
6;20621.png;Training
2;20622.png;Training
3;20623.png;Training
5;20624.png;Training
0;20625.png;Training
3;20626.png;Training
0;20627.png;Training
0;20628.png;Training
0;20629.png;Training
0;20630.png;Training
4;20631.png;Training
6;20632.png;Training
3;20633.png;Training
2;20634.png;Training
0;20635.png;Training
2;20636.png;Training
6;20637.png;Training
3;20638.png;Training
2;20639.png;Training
0;20640.png;Training
2;20641.png;Training
0;20642.png;Training
0;20643.png;Training
6;20644.png;Training
3;20645.png;Training
5;20646.png;Training
3;20647.png;Training
3;20648.png;Training
0;20649.png;Training
4;20650.png;Training
2;20651.png;Training
4;20652.png;Training
0;20653.png;Training
3;20654.png;Training
4;20655.png;Training
4;20656.png;Training
3;20657.png;Training
4;20658.png;Training
6;20659.png;Training
4;20660.png;Training
4;20661.png;Training
3;20662.png;Training
0;20663.png;Training
5;20664.png;Training
6;20665.png;Training
3;20666.png;Training
4;20667.png;Training
2;20668.png;Training
3;20669.png;Training
6;20670.png;Training
0;20671.png;Training
4;20672.png;Training
0;20673.png;Training
3;20674.png;Training
3;20675.png;Training
2;20676.png;Training
3;20677.png;Training
4;20678.png;Training
3;20679.png;Training
6;20680.png;Training
2;20681.png;Training
6;20682.png;Training
3;20683.png;Training
3;20684.png;Training
3;20685.png;Training
0;20686.png;Training
4;20687.png;Training
3;20688.png;Training
0;20689.png;Training
6;20690.png;Training
5;20691.png;Training
5;20692.png;Training
6;20693.png;Training
4;20694.png;Training
5;20695.png;Training
4;20696.png;Training
2;20697.png;Training
2;20698.png;Training
3;20699.png;Training
4;20700.png;Training
2;20701.png;Training
3;20702.png;Training
1;20703.png;Training
4;20704.png;Training
6;20705.png;Training
1;20706.png;Training
2;20707.png;Training
6;20708.png;Training
3;20709.png;Training
0;20710.png;Training
3;20711.png;Training
5;20712.png;Training
2;20713.png;Training
2;20714.png;Training
2;20715.png;Training
4;20716.png;Training
3;20717.png;Training
3;20718.png;Training
6;20719.png;Training
4;20720.png;Training
5;20721.png;Training
3;20722.png;Training
3;20723.png;Training
6;20724.png;Training
2;20725.png;Training
0;20726.png;Training
3;20727.png;Training
6;20728.png;Training
6;20729.png;Training
4;20730.png;Training
3;20731.png;Training
6;20732.png;Training
3;20733.png;Training
0;20734.png;Training
3;20735.png;Training
0;20736.png;Training
6;20737.png;Training
3;20738.png;Training
0;20739.png;Training
0;20740.png;Training
0;20741.png;Training
4;20742.png;Training
0;20743.png;Training
3;20744.png;Training
3;20745.png;Training
0;20746.png;Training
3;20747.png;Training
1;20748.png;Training
3;20749.png;Training
4;20750.png;Training
2;20751.png;Training
3;20752.png;Training
2;20753.png;Training
5;20754.png;Training
0;20755.png;Training
3;20756.png;Training
5;20757.png;Training
0;20758.png;Training
2;20759.png;Training
2;20760.png;Training
1;20761.png;Training
4;20762.png;Training
3;20763.png;Training
5;20764.png;Training
2;20765.png;Training
3;20766.png;Training
5;20767.png;Training
6;20768.png;Training
6;20769.png;Training
4;20770.png;Training
2;20771.png;Training
3;20772.png;Training
4;20773.png;Training
5;20774.png;Training
5;20775.png;Training
5;20776.png;Training
3;20777.png;Training
3;20778.png;Training
6;20779.png;Training
3;20780.png;Training
4;20781.png;Training
6;20782.png;Training
4;20783.png;Training
4;20784.png;Training
4;20785.png;Training
5;20786.png;Training
4;20787.png;Training
5;20788.png;Training
6;20789.png;Training
4;20790.png;Training
5;20791.png;Training
3;20792.png;Training
4;20793.png;Training
5;20794.png;Training
0;20795.png;Training
0;20796.png;Training
6;20797.png;Training
0;20798.png;Training
0;20799.png;Training
3;20800.png;Training
3;20801.png;Training
0;20802.png;Training
6;20803.png;Training
2;20804.png;Training
2;20805.png;Training
2;20806.png;Training
4;20807.png;Training
0;20808.png;Training
3;20809.png;Training
6;20810.png;Training
3;20811.png;Training
6;20812.png;Training
2;20813.png;Training
6;20814.png;Training
5;20815.png;Training
3;20816.png;Training
0;20817.png;Training
0;20818.png;Training
6;20819.png;Training
0;20820.png;Training
3;20821.png;Training
5;20822.png;Training
6;20823.png;Training
4;20824.png;Training
6;20825.png;Training
6;20826.png;Training
0;20827.png;Training
4;20828.png;Training
3;20829.png;Training
4;20830.png;Training
2;20831.png;Training
0;20832.png;Training
6;20833.png;Training
5;20834.png;Training
2;20835.png;Training
3;20836.png;Training
5;20837.png;Training
3;20838.png;Training
6;20839.png;Training
2;20840.png;Training
6;20841.png;Training
6;20842.png;Training
2;20843.png;Training
2;20844.png;Training
3;20845.png;Training
2;20846.png;Training
3;20847.png;Training
3;20848.png;Training
0;20849.png;Training
3;20850.png;Training
2;20851.png;Training
6;20852.png;Training
2;20853.png;Training
6;20854.png;Training
5;20855.png;Training
6;20856.png;Training
3;20857.png;Training
2;20858.png;Training
2;20859.png;Training
3;20860.png;Training
3;20861.png;Training
3;20862.png;Training
4;20863.png;Training
5;20864.png;Training
3;20865.png;Training
3;20866.png;Training
6;20867.png;Training
5;20868.png;Training
3;20869.png;Training
4;20870.png;Training
0;20871.png;Training
2;20872.png;Training
6;20873.png;Training
6;20874.png;Training
6;20875.png;Training
2;20876.png;Training
0;20877.png;Training
6;20878.png;Training
5;20879.png;Training
0;20880.png;Training
3;20881.png;Training
5;20882.png;Training
0;20883.png;Training
3;20884.png;Training
0;20885.png;Training
5;20886.png;Training
4;20887.png;Training
0;20888.png;Training
3;20889.png;Training
6;20890.png;Training
2;20891.png;Training
6;20892.png;Training
6;20893.png;Training
3;20894.png;Training
4;20895.png;Training
2;20896.png;Training
2;20897.png;Training
4;20898.png;Training
5;20899.png;Training
5;20900.png;Training
0;20901.png;Training
4;20902.png;Training
4;20903.png;Training
1;20904.png;Training
0;20905.png;Training
4;20906.png;Training
2;20907.png;Training
4;20908.png;Training
3;20909.png;Training
3;20910.png;Training
4;20911.png;Training
0;20912.png;Training
6;20913.png;Training
4;20914.png;Training
0;20915.png;Training
0;20916.png;Training
0;20917.png;Training
3;20918.png;Training
3;20919.png;Training
6;20920.png;Training
3;20921.png;Training
4;20922.png;Training
4;20923.png;Training
5;20924.png;Training
3;20925.png;Training
0;20926.png;Training
4;20927.png;Training
2;20928.png;Training
5;20929.png;Training
3;20930.png;Training
5;20931.png;Training
2;20932.png;Training
6;20933.png;Training
5;20934.png;Training
5;20935.png;Training
0;20936.png;Training
3;20937.png;Training
3;20938.png;Training
6;20939.png;Training
6;20940.png;Training
3;20941.png;Training
0;20942.png;Training
0;20943.png;Training
3;20944.png;Training
3;20945.png;Training
3;20946.png;Training
5;20947.png;Training
6;20948.png;Training
3;20949.png;Training
5;20950.png;Training
4;20951.png;Training
3;20952.png;Training
5;20953.png;Training
2;20954.png;Training
5;20955.png;Training
0;20956.png;Training
4;20957.png;Training
3;20958.png;Training
0;20959.png;Training
0;20960.png;Training
2;20961.png;Training
2;20962.png;Training
3;20963.png;Training
4;20964.png;Training
4;20965.png;Training
3;20966.png;Training
5;20967.png;Training
6;20968.png;Training
3;20969.png;Training
2;20970.png;Training
4;20971.png;Training
3;20972.png;Training
3;20973.png;Training
2;20974.png;Training
3;20975.png;Training
4;20976.png;Training
0;20977.png;Training
2;20978.png;Training
4;20979.png;Training
6;20980.png;Training
4;20981.png;Training
4;20982.png;Training
5;20983.png;Training
3;20984.png;Training
5;20985.png;Training
2;20986.png;Training
5;20987.png;Training
3;20988.png;Training
5;20989.png;Training
5;20990.png;Training
6;20991.png;Training
6;20992.png;Training
0;20993.png;Training
3;20994.png;Training
6;20995.png;Training
5;20996.png;Training
0;20997.png;Training
2;20998.png;Training
2;20999.png;Training
2;21000.png;Training
4;21001.png;Training
4;21002.png;Training
6;21003.png;Training
6;21004.png;Training
4;21005.png;Training
3;21006.png;Training
3;21007.png;Training
4;21008.png;Training
0;21009.png;Training
2;21010.png;Training
6;21011.png;Training
6;21012.png;Training
0;21013.png;Training
2;21014.png;Training
3;21015.png;Training
5;21016.png;Training
6;21017.png;Training
0;21018.png;Training
3;21019.png;Training
2;21020.png;Training
0;21021.png;Training
4;21022.png;Training
6;21023.png;Training
3;21024.png;Training
6;21025.png;Training
0;21026.png;Training
3;21027.png;Training
2;21028.png;Training
4;21029.png;Training
6;21030.png;Training
4;21031.png;Training
2;21032.png;Training
3;21033.png;Training
4;21034.png;Training
2;21035.png;Training
4;21036.png;Training
2;21037.png;Training
0;21038.png;Training
3;21039.png;Training
4;21040.png;Training
0;21041.png;Training
3;21042.png;Training
6;21043.png;Training
5;21044.png;Training
6;21045.png;Training
0;21046.png;Training
2;21047.png;Training
3;21048.png;Training
3;21049.png;Training
0;21050.png;Training
4;21051.png;Training
4;21052.png;Training
3;21053.png;Training
5;21054.png;Training
3;21055.png;Training
4;21056.png;Training
2;21057.png;Training
3;21058.png;Training
4;21059.png;Training
4;21060.png;Training
2;21061.png;Training
6;21062.png;Training
0;21063.png;Training
0;21064.png;Training
6;21065.png;Training
0;21066.png;Training
2;21067.png;Training
0;21068.png;Training
0;21069.png;Training
2;21070.png;Training
5;21071.png;Training
5;21072.png;Training
6;21073.png;Training
5;21074.png;Training
4;21075.png;Training
6;21076.png;Training
3;21077.png;Training
4;21078.png;Training
6;21079.png;Training
3;21080.png;Training
0;21081.png;Training
4;21082.png;Training
3;21083.png;Training
6;21084.png;Training
3;21085.png;Training
3;21086.png;Training
3;21087.png;Training
6;21088.png;Training
3;21089.png;Training
5;21090.png;Training
4;21091.png;Training
6;21092.png;Training
2;21093.png;Training
0;21094.png;Training
0;21095.png;Training
3;21096.png;Training
3;21097.png;Training
3;21098.png;Training
0;21099.png;Training
4;21100.png;Training
2;21101.png;Training
2;21102.png;Training
5;21103.png;Training
6;21104.png;Training
0;21105.png;Training
5;21106.png;Training
0;21107.png;Training
3;21108.png;Training
2;21109.png;Training
3;21110.png;Training
0;21111.png;Training
3;21112.png;Training
3;21113.png;Training
2;21114.png;Training
3;21115.png;Training
1;21116.png;Training
6;21117.png;Training
2;21118.png;Training
3;21119.png;Training
3;21120.png;Training
6;21121.png;Training
2;21122.png;Training
5;21123.png;Training
4;21124.png;Training
3;21125.png;Training
6;21126.png;Training
3;21127.png;Training
3;21128.png;Training
5;21129.png;Training
4;21130.png;Training
0;21131.png;Training
3;21132.png;Training
3;21133.png;Training
4;21134.png;Training
0;21135.png;Training
6;21136.png;Training
2;21137.png;Training
6;21138.png;Training
2;21139.png;Training
5;21140.png;Training
5;21141.png;Training
4;21142.png;Training
3;21143.png;Training
4;21144.png;Training
3;21145.png;Training
4;21146.png;Training
4;21147.png;Training
5;21148.png;Training
3;21149.png;Training
6;21150.png;Training
5;21151.png;Training
3;21152.png;Training
5;21153.png;Training
5;21154.png;Training
3;21155.png;Training
2;21156.png;Training
4;21157.png;Training
4;21158.png;Training
6;21159.png;Training
0;21160.png;Training
0;21161.png;Training
3;21162.png;Training
0;21163.png;Training
4;21164.png;Training
3;21165.png;Training
6;21166.png;Training
6;21167.png;Training
0;21168.png;Training
6;21169.png;Training
6;21170.png;Training
0;21171.png;Training
4;21172.png;Training
0;21173.png;Training
5;21174.png;Training
6;21175.png;Training
0;21176.png;Training
3;21177.png;Training
3;21178.png;Training
5;21179.png;Training
3;21180.png;Training
0;21181.png;Training
4;21182.png;Training
0;21183.png;Training
6;21184.png;Training
3;21185.png;Training
2;21186.png;Training
1;21187.png;Training
4;21188.png;Training
2;21189.png;Training
6;21190.png;Training
0;21191.png;Training
2;21192.png;Training
3;21193.png;Training
3;21194.png;Training
6;21195.png;Training
0;21196.png;Training
6;21197.png;Training
4;21198.png;Training
6;21199.png;Training
3;21200.png;Training
4;21201.png;Training
3;21202.png;Training
5;21203.png;Training
0;21204.png;Training
6;21205.png;Training
3;21206.png;Training
4;21207.png;Training
3;21208.png;Training
3;21209.png;Training
6;21210.png;Training
6;21211.png;Training
3;21212.png;Training
6;21213.png;Training
2;21214.png;Training
4;21215.png;Training
0;21216.png;Training
5;21217.png;Training
3;21218.png;Training
6;21219.png;Training
0;21220.png;Training
4;21221.png;Training
6;21222.png;Training
3;21223.png;Training
1;21224.png;Training
3;21225.png;Training
2;21226.png;Training
2;21227.png;Training
3;21228.png;Training
3;21229.png;Training
2;21230.png;Training
3;21231.png;Training
4;21232.png;Training
5;21233.png;Training
2;21234.png;Training
3;21235.png;Training
3;21236.png;Training
3;21237.png;Training
3;21238.png;Training
5;21239.png;Training
6;21240.png;Training
5;21241.png;Training
3;21242.png;Training
4;21243.png;Training
2;21244.png;Training
3;21245.png;Training
0;21246.png;Training
3;21247.png;Training
5;21248.png;Training
4;21249.png;Training
2;21250.png;Training
3;21251.png;Training
3;21252.png;Training
5;21253.png;Training
6;21254.png;Training
4;21255.png;Training
3;21256.png;Training
6;21257.png;Training
6;21258.png;Training
2;21259.png;Training
4;21260.png;Training
4;21261.png;Training
6;21262.png;Training
3;21263.png;Training
2;21264.png;Training
6;21265.png;Training
4;21266.png;Training
3;21267.png;Training
6;21268.png;Training
2;21269.png;Training
3;21270.png;Training
0;21271.png;Training
6;21272.png;Training
6;21273.png;Training
3;21274.png;Training
4;21275.png;Training
4;21276.png;Training
0;21277.png;Training
3;21278.png;Training
6;21279.png;Training
2;21280.png;Training
3;21281.png;Training
4;21282.png;Training
0;21283.png;Training
0;21284.png;Training
2;21285.png;Training
0;21286.png;Training
5;21287.png;Training
6;21288.png;Training
3;21289.png;Training
4;21290.png;Training
3;21291.png;Training
3;21292.png;Training
4;21293.png;Training
4;21294.png;Training
0;21295.png;Training
4;21296.png;Training
3;21297.png;Training
4;21298.png;Training
5;21299.png;Training
0;21300.png;Training
3;21301.png;Training
3;21302.png;Training
3;21303.png;Training
0;21304.png;Training
3;21305.png;Training
3;21306.png;Training
6;21307.png;Training
5;21308.png;Training
0;21309.png;Training
0;21310.png;Training
6;21311.png;Training
4;21312.png;Training
3;21313.png;Training
6;21314.png;Training
5;21315.png;Training
3;21316.png;Training
2;21317.png;Training
6;21318.png;Training
6;21319.png;Training
2;21320.png;Training
0;21321.png;Training
4;21322.png;Training
3;21323.png;Training
4;21324.png;Training
3;21325.png;Training
2;21326.png;Training
4;21327.png;Training
2;21328.png;Training
3;21329.png;Training
0;21330.png;Training
6;21331.png;Training
6;21332.png;Training
6;21333.png;Training
3;21334.png;Training
3;21335.png;Training
4;21336.png;Training
6;21337.png;Training
5;21338.png;Training
4;21339.png;Training
3;21340.png;Training
3;21341.png;Training
5;21342.png;Training
5;21343.png;Training
3;21344.png;Training
2;21345.png;Training
5;21346.png;Training
0;21347.png;Training
3;21348.png;Training
2;21349.png;Training
3;21350.png;Training
6;21351.png;Training
2;21352.png;Training
4;21353.png;Training
5;21354.png;Training
5;21355.png;Training
4;21356.png;Training
6;21357.png;Training
4;21358.png;Training
5;21359.png;Training
2;21360.png;Training
3;21361.png;Training
5;21362.png;Training
3;21363.png;Training
4;21364.png;Training
5;21365.png;Training
5;21366.png;Training
0;21367.png;Training
5;21368.png;Training
6;21369.png;Training
0;21370.png;Training
0;21371.png;Training
0;21372.png;Training
2;21373.png;Training
0;21374.png;Training
3;21375.png;Training
3;21376.png;Training
6;21377.png;Training
4;21378.png;Training
3;21379.png;Training
2;21380.png;Training
5;21381.png;Training
5;21382.png;Training
0;21383.png;Training
3;21384.png;Training
3;21385.png;Training
6;21386.png;Training
2;21387.png;Training
6;21388.png;Training
3;21389.png;Training
6;21390.png;Training
3;21391.png;Training
5;21392.png;Training
6;21393.png;Training
3;21394.png;Training
3;21395.png;Training
0;21396.png;Training
0;21397.png;Training
5;21398.png;Training
4;21399.png;Training
2;21400.png;Training
6;21401.png;Training
6;21402.png;Training
6;21403.png;Training
6;21404.png;Training
2;21405.png;Training
3;21406.png;Training
3;21407.png;Training
5;21408.png;Training
4;21409.png;Training
6;21410.png;Training
5;21411.png;Training
3;21412.png;Training
4;21413.png;Training
4;21414.png;Training
0;21415.png;Training
3;21416.png;Training
5;21417.png;Training
6;21418.png;Training
3;21419.png;Training
2;21420.png;Training
0;21421.png;Training
1;21422.png;Training
1;21423.png;Training
6;21424.png;Training
3;21425.png;Training
3;21426.png;Training
4;21427.png;Training
4;21428.png;Training
4;21429.png;Training
2;21430.png;Training
3;21431.png;Training
3;21432.png;Training
3;21433.png;Training
4;21434.png;Training
4;21435.png;Training
3;21436.png;Training
6;21437.png;Training
3;21438.png;Training
3;21439.png;Training
3;21440.png;Training
3;21441.png;Training
5;21442.png;Training
5;21443.png;Training
5;21444.png;Training
4;21445.png;Training
5;21446.png;Training
0;21447.png;Training
6;21448.png;Training
3;21449.png;Training
3;21450.png;Training
6;21451.png;Training
4;21452.png;Training
2;21453.png;Training
2;21454.png;Training
6;21455.png;Training
3;21456.png;Training
0;21457.png;Training
0;21458.png;Training
2;21459.png;Training
